,Name,Price,Rating,Number of Reviews,URL,Description,ASIN,Manufacturer
29,Red Lemon BANGE Titanium Multifunctional Hard Shell Waterproof Business Travel Laptop Backpack for Men and Women (Black),"₹4,599",4.5 out of 5 stars,14,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDk4OTgyNzQ2NTEzNjU3OjE2NzUzNTE0NDk6c3BfbXRmOjIwMTEwMDY3NTc2OTk4OjowOjo&url=%2FRed-Lemon-Titanium-Multifunctional-Waterproof%2Fdp%2FB09ZYQH7C5%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675351449%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1," ? PREMIUM MATERIAL: This multifunctional backpack is made of high quality water resistant and scratchproof material. Hard shell geometric design in front. Premium quality, durable, smooth pullers and sealed zippers.   
 ?ORGANIZED STORAGE: Well arranged spaced compartment with separate sleeves to carry a Laptop, Tablet, iPad. Spacious enough to store documents and office accesories, Clothings and short business trip necessities, mobile, passport, headphones,etc.   
 ? ANTI- THEFT DESIGN & TSA LOCK: A built-in TSA lock gives the backpack an added level of security. The lock can be opened by TSA as needed during the screening process thus helps deter thefts during travel.   
 ? COMFORT: Adjustable soft cushioned shoulder straps for better handling. Hidden cards slot on the straps for easy access. Sturdy elegant handle to feel comfortable and carry at ease.; ? SIZE : Weight of the bag is 1.2 Kg ; Dimensions: 30 cms x 8 cms x 47 cms (LxWxH).   
 Material Type: Polyester; Special Features: Locking; Style Name: Modern; Age Range Description: Adult; Lining Description: Polyester   
",B09ZYQH7C5,Encon Impex Pvt Ltd
30,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Navy Blue & Sky Blue),"₹1,424",4.3 out of 5 stars,"7,643",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDk4OTgyNzQ2NTEzNjU3OjE2NzUzNTE0NDk6c3BfbXRmOjIwMTA3NTYzMDUwOTk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB08BYQZYYC%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675351449%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1," Material: Nylon, Inner Material: Polyester, Capacity: 50 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap,   
 Water Resistant; 2 compartments and 6 pockets Backpack with glossy finis; Separate laptop compartment   
 Internal compartments with organizer pockets and internal divider for organization   
 Closure Type: Zipper Snap; Age Range Description: Adult   
 Compartment Description: Greater Than 17 Inches; Strap Type: Chain; Warranty Description: 1. Year Manufacturer Warranty; Pattern Name: Solid   
", B08BYQZYYC ,"‎Heroz, A-630, Amar puri, Krishna Basti, Ram Tirath nagar. Pahar Ganj. New Deihi. 110055"
31,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",₹356,4.1 out of 5 stars,"7,630",https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675351449&sprefix=ba%2Caps%2C283&sr=8-13," Made of multi-coated 600D polyester Material ; Water Repellent  
 Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters  
 Small Size backpack; Laptop Compatibility: No  
 This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more  
 With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books  
 6 months limited warranty  
", B088XB5XY8 ,"‎Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka"
32,Skybags Polypropylene 46 Cms Travel Bag(DFACN1BLU_Blue),₹564,4.0 out of 5 stars,23,https://www.amazon.in/Skybags-Polypropylene-Cms-Travel-DFACN1BLU_Blue/dp/B0B6CH21F9/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675351449&sprefix=ba%2Caps%2C283&sr=8-14," Spacious Main compartment  
 Soft Grip handles  
 Comfertable Shoulder Strap  
 Easy access front pocket  
 Stylish Design  
",B0B6CH21F9,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025"
33,"TRUE HUMAN® Emperor Anti-Theft backpack With USB charging Port and anti -theft back pocket Laptop bag ,office bag ,college bags,travel bag ( legend )",₹699,3.7 out of 5 stars,"1,702",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1675351449&sprefix=ba%2Caps%2C283&sr=8-15," Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.  
",B09QJ7ZF2Y,Not Available
34,Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black),₹565,4.0 out of 5 stars,"6,987",https://www.amazon.in/Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1675351449&sprefix=ba%2Caps%2C283&sr=8-16," Durability & Design: 30L Laptop Backpack 2 Large Compartments, 1 Easy access front Pocket with 2 Mesh Side Bottle Pocket. Fabric: Light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women.   
 FEATURES: Laptop Compartment (can carry laptops of size 15.6 & 17 inches), Reflective Strip makes it very useful for Bike Riders at Night.   
 Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.   
 FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 18 inch X 13 inch X 7.5 inch.   
 Compartment Description: Up To 17 Inches; Pattern Name: Self Design; Warranty Description: Warranty Type: Manufacturer; Age Range Description: Kid; Pocket Description: Utility Pocket; Special Features: Back Padding   
",B088B4P6ZW,Martucci
35,DEIN KLEIDER Men's Nylon Messenger Bag,₹349,4.0 out of 5 stars,"4,396",https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1675351449&sprefix=ba%2Caps%2C283&sr=8-17," ERGONOMIC DESIGN: This ergonomic bag features zippered security pockets in the front, back and main compartment. The front pockets can be used to hold personal items like identification cards, keys and more while the extra pocket located in the back can be used for the storage of sleek items like mobile devices. The main storage pocket also has enough room to hold your gadgets, small water bottle cables, chargers etc. This bag can fit tablets and devices with screen sizes of up to 10.5.  
 WATER, DIRT & SLASH RESISTANT: This cross body bag by Dein Kleider is ideal for people who are adventurous and always on the go. Its padded storage is resistant to water, dirt and even a slash by sharp objects, so you dont have to worry about anything. This bag is durable and heavy duty, ensuring that your gadgets and valuables are safely stored.  
 CRAFTED IN INDIA: Dein Kleider cross body sling is crafted with perfection by professional Indian artisans in an elegant style that makes your presence truly class apart. Its an ideal companion for a comfortable all day carry to school/college, malls, morning walk, office and meetings. It can also be easily used as travel accessory for a train or bus journey.  
 Outer Material Type: Nylon  
",B084ZHP97M,Not Available
36,ADISA Light Weight Laptop Backpack 32 Ltrs,₹499,4.0 out of 5 stars,"5,547",https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1675351449&sprefix=ba%2Caps%2C283&sr=8-18," Adjustable Shoulder Handles / Two Bottle holders / Padded Handle / Reflector Logo  
 Dimensions : LxWxH- 31 x 18 x 47 cms  
 Laptop : 15.6 inches and below (Bigger than 15.6 not recommended)  
 No. of Compartments : 3 with full padding  
 NOT INCLUDED : NO RAIN COVER, Laptop, Headphones & Cable (Images only for display)  
",B07F3X45WZ,ADISA
37,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,₹849,3.9 out of 5 stars,"2,126",https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1675351449&sprefix=ba%2Caps%2C283&sr=8-19," SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort   
 COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it men? , women? , boys , girls.   
 SMART & TRENDY LOOKS: This Large rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.   
 ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.;Style Name: Casual; Pocket Description: Utility Pocket; Compartment Description: Up To 17 Inches; Age Range Description: Adult;Pattern Name: Solid   
 OTHER FEATURES: Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc   
",B09VCLZ3K4,Amazing Bags
38,"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",₹998,3.9 out of 5 stars,684,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDA4MDc1ODE3MDY4MzY3OjE2NzUzNTE1Mjc6c3BfYXRmOjIwMTA0MTQwMjYzNjk4OjowOjo&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675351527%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA385M0TPSNV7VS," Laptop Compatibility: Yes, Laptop size: 15.6 inches  
 Outer Material: Polyester, Color: Black  
 Water Resistance: Water resistant  
 Dimensions: 33 cms x 17.5 cms x 47 cms (LxWxH)  
 Warranty type: Manufacturer; 12 months warranty against manufacturing defects  
",B01LXNNFDF,Backpack International Pvt Ltd
39,"Amazon Basics - Laptop Backpack/Casual Backpack/College Bag for 15.6-inch Laptop, Water-Resistant, Lightweight, Sleek and Modern Design","₹1,209",1.0 out of 5 stars,1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDA4MDc1ODE3MDY4MzY3OjE2NzUzNTE1Mjc6c3BfYXRmOjIwMTE1NDYwNjg3MDk4OjowOjo&url=%2FAmazon-Basics-Modern-Lightweight-Backpack%2Fdp%2FB09W4ZPP3D%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675351527%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1," Laptop backpack made from water-resistant, strong and durable polyester  
 Slim, contoured, lightweight design with quick-access compartments that ensures protection and comfort  
 Contains two large compartments, two easy-access front pockets, two side pockets, and two water-bottle pockets  
 Well-cushioned polyester pocket that stores up to 15.6-inch laptop  
 Cushioned shoulder strap for added comfort and well-padded back to provide support  
 Dimensions: 43 x 30 x 16 cm (L x W x H)  
 Weight: 0.76 gms  
", B09W4ZPP3D ,"‎Flab internatioanl private limited, FLAB INTERNATIONAL PRIVATE LIMITED PLOT NO. 357 E, PACE CITY-2, SEC-37, GURGAON - 122001 (HARYANA) INDIA 91- 9873326777"
